name,count,collection,eod,eodnum,tops,th,gs_tops_mm,snd_shl,mean_gs_mm,max_gs_mm,ng,ar,depth_m,grain_size_mm
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,23.27903663,0.050779694,0.022079409,0,0.022079409,0.022079409,0.623526102,0.060773481,"23.2790,23.3298,","0.0221,0.0221,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,23.32981632,0.495102016,0.111155078,1,0.111155078,0.111155078,0.623526102,0.060773481,"23.3298,23.8249,","0.1112,0.1112,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,23.82491834,0.050779694,0.021278851,0,0.021278851,0.021278851,0.623526102,0.060773481,"23.8249,23.8757,","0.0213,0.0213,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,23.87569803,0.677599797,0.158349605,1,0.158349605,0.158349605,0.623526102,0.060773481,"23.8757,24.5533,","0.1583,0.1583,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,24.55329783,0.1904412,0.021179306,0,0.021179306,0.021179306,0.623526102,0.060773481,"24.5533,24.7437,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,24.74373903,0.520539281,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"24.7437,25.2643,","0.0737,0.0737,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,25.26427831,0.444362801,0.088792153,1,0.088792153,0.088792153,0.623526102,0.060773481,"25.2643,25.7086,","0.0888,0.0888,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,25.70864111,0.228529441,0.021179306,0,0.021179306,0.021179306,0.623526102,0.060773481,"25.7086,25.9372,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,25.93717056,0.380882401,0.093024746,1,0.093024746,0.093024746,0.623526102,0.060773481,"25.9372,26.3181,","0.0930,0.0930,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,26.31805296,0.558627521,0.022803063,0,0.022803063,0.022803063,0.623526102,0.060773481,"26.3181,26.8767,","0.0228,0.0228,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,26.87668048,0.380882401,0.020411316,0,0.020411316,0.020411316,0.623526102,0.060773481,"26.8767,27.2576,","0.0204,0.0204,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,27.25756288,1.142647203,0.021976193,0,0.021976193,0.021976193,0.623526102,0.060773481,"27.2576,28.4002,","0.0220,0.0220,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,28.40021008,0.355490241,0.107972955,1,0.107972955,0.107972955,0.623526102,0.060773481,"28.4002,28.7557,","0.1080,0.1080,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,28.75570032,0.10156864,0.020411316,0,0.020411316,0.020411316,0.623526102,0.060773481,"28.7557,28.8573,","0.0204,0.0204,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,28.85726896,0.622107922,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"28.8573,29.4794,","0.0787,0.0787,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,29.47937688,0.482451041,0.113119869,1,0.113119869,0.113119869,0.623526102,0.060773481,"29.4794,29.9618,","0.1131,0.1131,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,29.96182793,0.10156864,0.019671174,0,0.019671174,0.019671174,0.623526102,0.060773481,"29.9618,30.0634,","0.0197,0.0197,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,30.06339657,0.558627521,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"30.0634,30.6220,","0.0772,0.0772,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,30.62202409,0.380882401,0.021179306,0,0.021179306,0.021179306,0.623526102,0.060773481,"30.6220,31.0029,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,31.00290649,0.507843201,0.100220541,1,0.100220541,0.100220541,0.623526102,0.060773481,"31.0029,31.5107,","0.1002,0.1002,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,31.51074969,0.08887256,0.021179306,0,0.021179306,0.021179306,0.623526102,0.060773481,"31.5107,31.5996,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,31.59962225,0.523904105,0.100220541,1,0.100220541,0.100220541,0.623526102,0.060773481,"31.5996,32.1235,","0.1002,0.1002,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,32.12352635,0.387840632,0.021331747,0,0.021331747,0.021331747,0.623526102,0.060773481,"32.1235,32.5114,","0.0213,0.0213,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,32.51136699,0.520522954,0.100015322,1,0.100015322,0.100015322,0.623526102,0.060773481,"32.5114,33.0319,","0.1000,0.1000,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,33.03188994,0.071444327,0.020101861,0,0.020101861,0.020101861,0.623526102,0.060773481,"33.0319,33.1033,","0.0201,0.0201,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,33.10333427,0.530729286,0.09852884,1,0.09852884,0.09852884,0.623526102,0.060773481,"33.1033,33.6341,","0.0985,0.0985,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,33.63406355,0.367427967,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"33.6341,34.0015,","0.0770,0.0770,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,34.00149152,0.500110289,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"34.0015,34.5016,","0.0764,0.0764,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,34.50160181,0.112269657,0.021331747,0,0.021331747,0.021331747,0.623526102,0.060773481,"34.5016,34.6139,","0.0213,0.0213,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,34.61387147,0.561348284,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"34.6139,35.1752,","0.0752,0.0752,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,35.17521975,0.347015303,0.020707675,0,0.020707675,0.020707675,0.623526102,0.060773481,"35.1752,35.5222,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,35.52223505,0.173507651,0.09280058,1,0.09280058,0.09280058,0.623526102,0.060773481,"35.5222,35.6957,","0.0928,0.0928,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,35.69574271,0.183713984,0.020707675,0,0.020707675,0.020707675,0.623526102,0.060773481,"35.6957,35.8795,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,35.87945669,0.173507651,0.092108372,1,0.092108372,0.092108372,0.623526102,0.060773481,"35.8795,36.0530,","0.0921,0.0921,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,36.05296434,0.489903957,0.09349799,1,0.09349799,0.09349799,0.623526102,0.060773481,"36.0530,36.5429,","0.0935,0.0935,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,36.5428683,0.469491292,0.10941719,1,0.10941719,0.10941719,0.623526102,0.060773481,"36.5429,37.0124,","0.1094,0.1094,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,37.01235959,0.718720713,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"37.0124,37.7311,","0.0770,0.0770,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,37.7310803,0.40688511,0.093606552,1,0.093606552,0.093606552,0.623526102,0.060773481,"37.7311,38.1380,","0.0936,0.0936,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,38.13796541,0.372009243,0.127244025,1,0.127244025,0.127244025,0.623526102,0.060773481,"38.1380,38.5100,","0.1272,0.1272,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,38.50997466,0.209255199,0.020727869,0,0.020727869,0.020727869,0.623526102,0.060773481,"38.5100,38.7192,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,38.71922985,0.174379333,0.092811674,1,0.092811674,0.092811674,0.623526102,0.060773481,"38.7192,38.8936,","0.0928,0.0928,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,38.89360919,0.174379333,0.020038574,0,0.020038574,0.020038574,0.623526102,0.060773481,"38.8936,39.0680,","0.0200,0.0200,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,39.06798852,0.174379333,0.09046731,1,0.09046731,0.09046731,0.623526102,0.060773481,"39.0680,39.2424,","0.0905,0.0905,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,39.24236785,0.069751733,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"39.2424,39.3121,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,39.31211959,0.325508088,0.125092165,1,0.125092165,0.125092165,0.623526102,0.060773481,"39.3121,39.6376,","0.1251,0.1251,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,39.63762767,0.476636843,0.022178408,0,0.022178408,0.022178408,0.623526102,0.060773481,"39.6376,40.1143,","0.0222,0.0222,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,40.11426452,0.988149553,0.124029921,1,0.124029921,0.124029921,0.623526102,0.060773481,"40.1143,41.1024,","0.1240,0.1240,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,41.10241407,0.232505777,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"41.1024,41.3349,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,41.33491985,0.360383954,0.108210195,1,0.108210195,0.108210195,0.623526102,0.060773481,"41.3349,41.6953,","0.1082,0.1082,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,41.6953038,0.069751733,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"41.6953,41.7651,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,41.76505553,0.30225751,0.124029921,1,0.124029921,0.124029921,0.623526102,0.060773481,"41.7651,42.0673,","0.1240,0.1240,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,42.06731304,0.441760976,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"42.0673,42.5091,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,42.50907402,0.430135688,0.096854727,1,0.096854727,0.096854727,0.623526102,0.060773481,"42.5091,42.9392,","0.0969,0.0969,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,42.93920971,0.883521953,0.109136952,1,0.109136952,0.109136952,0.623526102,0.060773481,"42.9392,43.8227,","0.1091,0.1091,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,43.82273166,0.081377022,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"43.8227,43.9041,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,43.90410868,0.639390887,0.107291307,1,0.107291307,0.107291307,0.623526102,0.060773481,"43.9041,44.5435,","0.1073,0.1073,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,44.54349957,0.451177934,0.021440875,0,0.021440875,0.021440875,0.623526102,0.060773481,"44.5435,44.9947,","0.0214,0.0214,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,44.9946775,0.274458799,0.127756337,1,0.127756337,0.127756337,0.623526102,0.060773481,"44.9947,45.2691,","0.1278,0.1278,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,45.2691363,0.132802644,0.021787065,0,0.021787065,0.021787065,0.623526102,0.060773481,"45.2691,45.4019,","0.0218,0.0218,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,45.40193895,0.159363173,0.091140515,1,0.091140515,0.091140515,0.623526102,0.060773481,"45.4019,45.5613,","0.0911,0.0911,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,45.56130212,0.416114953,0.021233073,0,0.021233073,0.021233073,0.623526102,0.060773481,"45.5613,45.9774,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,45.97741707,0.646306203,0.108609437,1,0.108609437,0.108609437,0.623526102,0.060773481,"45.9774,46.6237,","0.1086,0.1086,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,46.62372328,0.424968462,0.020693168,0,0.020693168,0.020693168,0.623526102,0.060773481,"46.6237,47.0487,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,47.04869174,0.292165818,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"47.0487,47.3409,","0.0726,0.0726,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,47.34085756,0.061974567,0.021233073,0,0.021233073,0.021233073,0.623526102,0.060773481,"47.3409,47.4028,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,47.40283212,0.655159713,0.107906341,1,0.107906341,0.107906341,0.623526102,0.060773481,"47.4028,48.0580,","0.1079,0.1079,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.05799184,0.106242116,0.021787065,0,0.021787065,0.021787065,0.623526102,0.060773481,"48.0580,48.1642,","0.0218,0.0218,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.16423395,0.141656154,0.091734368,1,0.091734368,0.091734368,0.623526102,0.060773481,"48.1642,48.3059,","0.0917,0.0917,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.30589011,0.026560529,0.020693168,0,0.020693168,0.020693168,0.623526102,0.060773481,"48.3059,48.3325,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.33245064,0.132802644,0.092933708,1,0.092933708,0.092933708,0.623526102,0.060773481,"48.3325,48.4653,","0.0929,0.0929,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.46525328,0.150509664,0.021233073,0,0.021233073,0.021233073,0.623526102,0.060773481,"48.4653,48.6158,","0.0212,0.0212,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.61576294,0.132802644,0.091140515,1,0.091140515,0.091140515,0.623526102,0.060773481,"48.6158,48.7486,","0.0911,0.0911,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.74856559,0.070828077,0.020693168,0,0.020693168,0.020693168,0.623526102,0.060773481,"48.7486,48.8194,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,48.81939367,1.20407731,0.109317114,1,0.109317114,0.109317114,0.623526102,0.060773481,"48.8194,50.0235,","0.1093,0.1093,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.02347098,0.088535096,0.019654194,0,0.019654194,0.019654194,0.623526102,0.060773481,"50.0235,50.1120,","0.0197,0.0197,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.11200607,0.159363173,0.091734368,1,0.091734368,0.091734368,0.623526102,0.060773481,"50.1120,50.2714,","0.0917,0.0917,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.27136925,0.017707019,0.020166991,0,0.020166991,0.020166991,0.623526102,0.060773481,"50.2714,50.2891,","0.0202,0.0202,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.28907626,0.132802644,0.092933708,1,0.092933708,0.092933708,0.623526102,0.060773481,"50.2891,50.4219,","0.0929,0.0929,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.42187891,0.140854317,0.020693168,0,0.020693168,0.020693168,0.623526102,0.060773481,"50.4219,50.5627,","0.0207,0.0207,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.56273323,0.154040203,0.092009862,1,0.092009862,0.092009862,0.623526102,0.060773481,"50.5627,50.7168,","0.0920,0.0920,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.71677343,0.030808041,0.022188437,0,0.022188437,0.022188437,0.623526102,0.060773481,"50.7168,50.7476,","0.0222,0.0222,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,50.74758147,0.646968853,0.107780264,1,0.107780264,0.107780264,0.623526102,0.060773481,"50.7476,51.3946,","0.1078,0.1078,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,51.39455032,0.092424065,0.021535354,0,0.021535354,0.021535354,0.623526102,0.060773481,"51.3946,51.4870,","0.0215,0.0215,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,51.48697439,0.287541713,0.108595275,1,0.108595275,0.108595275,0.623526102,0.060773481,"51.4870,51.7745,","0.1086,0.1086,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,51.7745161,0.051346734,0.021535359,0,0.021535359,0.021535359,0.623526102,0.060773481,"51.7745,51.8259,","0.0215,0.0215,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,51.82586284,0.504403238,0.108595275,1,0.108595275,0.108595275,0.623526102,0.060773481,"51.8259,52.3303,","0.1086,0.1086,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,52.33026607,0.287287511,0.021304988,0,0.021304988,0.021304988,0.623526102,0.060773481,"52.3303,52.6176,","0.0213,0.0213,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,52.61755358,0.348227285,0.223464836,1,0.223464836,0.223464836,0.623526102,0.060773481,"52.6176,52.9658,","0.2235,0.2235,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,52.96578087,0.200230689,0.021851457,0,0.021851457,0.021851457,0.623526102,0.060773481,"52.9658,53.1660,","0.0219,0.0219,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,53.16601156,0.391755696,0.109289186,1,0.109289186,0.109289186,0.623526102,0.060773481,"53.1660,53.5578,","0.1093,0.1093,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,53.55776725,0.705160253,0.105854589,1,0.105854589,0.105854589,0.623526102,0.060773481,"53.5578,54.2629,","0.1059,0.1059,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,54.26292751,0.339521603,0.109989364,1,0.109989364,0.109989364,0.623526102,0.060773481,"54.2629,54.6024,","0.1100,0.1100,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,54.60244911,0.252464782,0.020252707,0,0.020252707,0.020252707,0.623526102,0.060773481,"54.6024,54.8549,","0.0203,0.0203,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,54.85491389,0.356932968,0.108593465,1,0.108593465,0.108593465,0.623526102,0.060773481,"54.8549,55.2118,","0.1086,0.1086,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,55.21184686,0.673561456,0.022411942,0,0.022411942,0.022411942,0.623526102,0.060773481,"55.2118,55.8854,","0.0224,0.0224,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,55.88540832,0.233216512,0.106421535,1,0.106421535,0.106421535,0.623526102,0.060773481,"55.8854,56.1186,","0.1064,0.1064,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,56.11862483,0.634348914,0.105695755,1,0.105695755,0.105695755,0.623526102,0.060773481,"56.1186,56.7530,","0.1057,0.1057,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,56.75297374,0.307845796,0.117925871,1,0.117925871,0.117925871,0.623526102,0.060773481,"56.7530,57.0608,","0.1179,0.1179,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,57.06081954,0.102615265,0.020979623,0,0.020979623,0.020979623,0.623526102,0.060773481,"57.0608,57.1634,","0.0210,0.0210,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,57.1634348,0.223887852,0.110125876,1,0.110125876,0.110125876,0.623526102,0.060773481,"57.1634,57.3873,","0.1101,0.1101,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,57.38732266,0.326503117,0.119550951,1,0.119550951,0.119550951,0.623526102,0.060773481,"57.3873,57.7138,","0.1196,0.1196,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,57.71382577,0.298517136,0.021556779,0,0.021556779,0.021556779,0.623526102,0.060773481,"57.7138,58.0123,","0.0216,0.0216,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,58.01234291,0.904880068,0.117925871,1,0.117925871,0.117925871,0.623526102,0.060773481,"58.0123,58.9172,","0.1179,0.1179,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,58.91722298,0.102615265,0.021556779,0,0.021556779,0.021556779,0.623526102,0.060773481,"58.9172,59.0198,","0.0216,0.0216,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,59.01983824,0.149258568,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"59.0198,59.1691,","0.0772,0.0772,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,59.16909681,0.139929907,0.020417919,0,0.020417919,0.020417919,0.623526102,0.060773481,"59.1691,59.3090,","0.0204,0.0204,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,59.30902672,0.149258568,0.03125,0,0.03125,0.03125,0.623526102,0.060773481,"59.3090,59.4583,","0.0761,0.0761,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,59.45828529,0.00932866,0.020417919,0,0.020417919,0.020417919,0.623526102,0.060773481,"59.4583,59.4676,","0.0204,0.0204,"
Magnolia,6,Neogene Gulf of Mexico (Titan Basin) ,fan,1,59.46761395,0.531733648,0.117121633,1,0.117121633,0.117121633,0.623526102,0.060773481,"59.4676,59.9993,","0.1171,0.1171,"
Pukearuhue,7,Mount Messenger,levee,3,66.67236329,0.933691746,0.03125,1,0.083216583,0.092921852,0.567915631,0.052132701,"66.6724,66.6258,66.3092,65.7465,65.7387,","0.0728,0.0773,0.0820,0.0929,0.0929,"
Pukearuhue,7,Mount Messenger,levee,3,65.73867155,0.232200827,0.025462736,0,0.025462736,0.025462736,0.567915631,0.052132701,"65.7387,65.5065,","0.0255,0.0255,"
Pukearuhue,7,Mount Messenger,levee,3,65.50647072,0.179251762,0.03125,1,0.091922182,0.122835384,0.567915631,0.052132701,"65.5065,65.4758,65.3370,65.3272,","0.0626,0.0740,0.1228,0.1228,"
Pukearuhue,7,Mount Messenger,levee,3,65.32721896,0.043172188,0.026501263,0,0.026501263,0.026501263,0.567915631,0.052132701,"65.3272,65.2840,","0.0265,0.0265,"
Pukearuhue,7,Mount Messenger,levee,3,65.28404677,0.193093319,0.03125,1,0.083669257,0.108417633,0.567915631,0.052132701,"65.2840,65.2469,65.1154,65.0910,","0.0406,0.0688,0.1084,0.1084,"
Pukearuhue,7,Mount Messenger,levee,3,65.09095345,0.279664805,0.03125,1,0.100261943,0.139170458,0.567915631,0.052132701,"65.0910,65.0228,64.8182,64.8113,","0.0720,0.0863,0.1392,0.1392,"
Pukearuhue,7,Mount Messenger,levee,3,64.81128865,0.062525887,0.026501263,0,0.026501263,0.026501263,0.567915631,0.052132701,"64.8113,64.7488,","0.0265,0.0265,"
Pukearuhue,7,Mount Messenger,levee,3,64.74876276,0.248166094,0.03125,1,0.080226135,0.108417633,0.567915631,0.052132701,"64.7488,64.6891,64.5089,64.5006,","0.0351,0.0693,0.1084,0.1084,"
Pukearuhue,7,Mount Messenger,levee,3,64.50059667,0.020698021,0.026439891,0,0.026439891,0.026439891,0.567915631,0.052132701,"64.5006,64.4799,","0.0264,0.0264,"
Pukearuhue,7,Mount Messenger,levee,3,64.47989864,0.359300227,0.03125,1,0.080223916,0.110021906,0.567915631,0.052132701,"64.4799,64.3871,64.1338,64.1206,","0.0331,0.0693,0.1100,0.1100,"
Pukearuhue,7,Mount Messenger,levee,3,64.12059842,1.022859455,0.024729249,0,0.024729249,0.024729249,0.567915631,0.052132701,"64.1206,63.0977,","0.0247,0.0247,"
Pukearuhue,7,Mount Messenger,levee,3,63.09773896,0.171762344,0.105212752,1,0.105212752,0.105212752,0.567915631,0.052132701,"63.0977,62.9260,","0.1052,0.1052,"
Pukearuhue,7,Mount Messenger,levee,3,62.92597662,0.988334262,0.02396956,0,0.02396956,0.02396956,0.567915631,0.052132701,"62.9260,61.9376,","0.0240,0.0240,"
Pukearuhue,7,Mount Messenger,levee,3,61.93764236,0.630940833,0.106898204,1,0.143189244,0.171853804,0.567915631,0.052132701,"61.9376,61.8468,61.3447,61.3134,61.3092,61.3067,","0.1069,0.1210,0.1719,0.1709,0.1600,0.1600,"
Pukearuhue,7,Mount Messenger,levee,3,61.30670152,0.045696144,0.023448662,0,0.023448662,0.023448662,0.567915631,0.052132701,"61.3067,61.2610,","0.0234,0.0234,"
Pukearuhue,7,Mount Messenger,levee,3,61.26100538,0.168244893,0.106125177,1,0.108635398,0.110832924,0.567915631,0.052132701,"61.2610,61.1039,61.0928,","0.1061,0.1108,0.1108,"
Pukearuhue,7,Mount Messenger,levee,3,61.09276049,0.027002267,0.023448662,0,0.023448662,0.023448662,0.567915631,0.052132701,"61.0928,61.0658,","0.0234,0.0234,"
Pukearuhue,7,Mount Messenger,levee,3,61.06575822,0.17032199,0.104149697,1,0.108093137,0.111649919,0.567915631,0.052132701,"61.0658,60.9042,60.8954,","0.1041,0.1116,0.1116,"
Pukearuhue,7,Mount Messenger,levee,3,60.89543623,0.101777775,0.023448662,0,0.023448662,0.023448662,0.567915631,0.052132701,"60.8954,60.7937,","0.0234,0.0234,"
Pukearuhue,7,Mount Messenger,levee,3,60.79365845,0.292870739,0.106791962,1,0.141031497,0.168452412,0.567915631,0.052132701,"60.7937,60.7264,60.5097,60.5008,","0.1068,0.1265,0.1685,0.1685,"
Pukearuhue,7,Mount Messenger,levee,3,60.50078772,0.103776265,0.023448662,0,0.023448662,0.023448662,0.567915631,0.052132701,"60.5008,60.3970,","0.0234,0.0234,"
Pukearuhue,7,Mount Messenger,levee,3,60.39701145,0.335052649,0.11086981,1,0.141886759,0.167219767,0.567915631,0.052132701,"60.3970,60.3294,60.0737,60.0620,","0.1109,0.1265,0.1672,0.1672,"
Pukearuhue,7,Mount Messenger,levee,3,60.0619588,0.065881139,0.023733805,0,0.023733805,0.023733805,0.567915631,0.052132701,"60.0620,59.9961,","0.0237,0.0237,"
Pukearuhue,7,Mount Messenger,levee,3,59.99607766,0.975040856,0.105348359,1,0.121880969,0.138152087,0.567915631,0.052132701,"59.9961,59.0288,59.0210,","0.1053,0.1382,0.1382,"
Pukearuhue,7,Mount Messenger,levee,3,59.02103681,0.325182545,0.024011096,0,0.024011096,0.024011096,0.567915631,0.052132701,"59.0210,58.6959,","0.0240,0.0240,"
Pukearuhue,7,Mount Messenger,levee,3,58.69585426,0.342075144,0.110232267,1,0.112256367,0.114137221,0.567915631,0.052132701,"58.6959,58.3663,58.3538,","0.1102,0.1141,0.1141,"
